LAT;DUMMY;;;;;;;;;;
LONG;DUMMY;;;;;;;;;;
;Temperatura do Ar [°C];Ponto de orvalho [°C];Radiação Solar [W/m2];DPV [kPa];Precipitação [mm];Velocidade do Vento [km/h];Veloc Max do Vento [km/h];Painel Solar [mV];Bateria [mV];DeltaT [°C];
Data/Hora;méd;méd;méd;méd;soma;méd;máx;últ;últ;méd;Evapotranspiração Diária [mm]
2018-02-22 11:00:00;19;14,6;527;0,52;0;2,9;12,6;9595;6801;;
2018-02-22 10:00:00;17,09;15,2;465;0,21;0;2,5;9,7;10209;6798;;
2018-02-22 09:00:00;15,29;14,9;225;0,02;0;1,1;5,4;9888;6804;;
2018-02-22 08:00:00;15,11;14,7;89;0,02;0;0;2,9;7036;6739;;
2018-02-22 07:00:00;14,33;14,1;16;0,01;0;0;1,1;6868;6585;;
2018-02-22 06:00:00;13,75;13,5;0;0,01;0;0;0,4;0;6459;;
2018-02-22 05:00:00;14,41;14,2;0;0,01;0;0;1,1;0;6468;;
2018-02-22 04:00:00;15,65;15,4;0;0,01;0;0,4;5,8;0;6479;;
2018-02-22 03:00:00;16,45;16,2;0;0,01;0;0,7;5,8;0;6485;;
2018-02-22 02:00:00;16,23;16;0;0,01;0;0;0;0;6491;;
2018-02-22 01:00:00;16,21;16;0;0,01;0;0;4,7;0;6499;;
2018-02-22 00:00:00;16,57;16,3;0;0,01;0;1,1;6,1;0;6505;;3,2
2018-02-21 23:00:00;16,98;16,5;0;0,04;2,4;0,4;6,1;0;6511;;
2018-02-21 22:00:00;16,95;16,6;0;0,02;0,2;0,7;7,2;0;6514;;
2018-02-21 21:00:00;16,63;16,3;0;0,02;0;0;0;0;6514;;
2018-02-21 20:00:00;17,09;16,6;0;0,03;0;0;1,4;0;6519;;
2018-02-21 19:00:00;18,08;17,2;23;0,09;0;0;2,2;1274;6628;;
2018-02-21 18:00:00;17,75;16,5;65;0,14;0,6;0,7;14,4;9001;6790;;
2018-02-21 17:00:00;22;17,1;178;0,7;0,6;4;21,6;8061;6778;;
2018-02-21 16:00:00;24,52;18;485;1;0;4,7;13,7;9777;6807;;
2018-02-21 15:00:00;24,61;17,8;482;1,04;0;4,3;11,5;9940;6798;;
2018-02-21 14:00:00;24,45;18,2;750;0,95;0;5,4;16,2;10233;6798;;
2018-02-21 13:00:00;23,67;18,2;754;0,81;0;4;11,2;9916;6787;;
2018-02-21 12:00:00;22,3;18,1;583;0,59;0;3,6;11,2;10089;6801;;
2018-02-21 11:00:00;21,3;18,4;615;0,4;0;4;12,6;9547;6798;;
2018-02-21 10:00:00;19,83;18,2;349;0,21;0;2,5;8,6;10190;6801;;
2018-02-21 09:00:00;19,03;18,1;207;0,11;0;1,4;8,3;7069;6756;;
2018-02-21 08:00:00;17,94;17,7;57;0,01;0;0,7;6,5;7007;6699;;
2018-02-21 07:00:00;17,51;17,3;7;0,01;0;0,4;5,4;5210;6505;;
2018-02-21 06:00:00;17,6;17,4;0;0,01;0;0,4;4;0;6445;;
2018-02-21 05:00:00;17,73;17,5;0;0,01;0;0,4;4,7;0;6454;;
2018-02-21 04:00:00;17,89;17,7;0;0,01;0;0;2,5;0;6465;;
2018-02-21 03:00:00;17,85;17,6;0;0,01;0;0;3,6;0;6479;;
2018-02-21 02:00:00;17,86;17,6;0;0,01;0;0,7;6,5;0;6485;;
2018-02-21 01:00:00;17,84;17,6;0;0,01;0;2,2;9,4;0;6496;;
2018-02-21 00:00:00;18,1;17,9;0;0,01;0,6;3,2;12,6;0;6505;;2,8
2018-02-20 23:00:00;18,82;18,6;0;0,01;3;1,1;7,6;0;6514;;
2018-02-20 22:00:00;18,91;18,7;0;0,01;3,4;0;2,5;0;6511;;
2018-02-20 21:00:00;18,97;18,7;0;0,01;2,8;1,1;6,1;0;6522;;
2018-02-20 20:00:00;19,11;18,8;0;0,01;3,6;3,2;10,8;0;6522;;
2018-02-20 19:00:00;19,24;18,9;0;0,02;15,6;2,2;11,5;0;6525;;
2018-02-20 18:00:00;20,57;19,5;24;0,14;6;2,2;11,2;766;6628;;
2018-02-20 17:00:00;22,22;20,4;337;0,26;0;2,9;10,4;8780;6787;;
2018-02-20 16:00:00;22,14;20;273;0,3;4,6;4;11,9;10065;6804;;
2018-02-20 15:00:00;23,55;19,4;480;0,63;0,2;7,6;18,4;9787;6796;;
2018-02-20 14:00:00;24,38;19,5;855;0,76;0;7,9;22,3;10132;6801;;
2018-02-20 13:00:00;23,05;19,5;749;0,54;0;8,3;20,5;10094;6798;;
2018-02-20 12:00:00;20,98;19,5;547;0,19;0;9;19,8;10252;6810;;
2018-02-20 11:00:00;19,77;19,1;232;0,07;0,8;6,1;15,1;9619;6793;;
2018-02-20 10:00:00;19,18;18,8;118;0,03;1,2;4,7;11,9;7074;6761;;
2018-02-20 09:00:00;18,94;18,7;85;0,01;1,4;4,3;13,7;6988;6699;;
2018-02-20 08:00:00;18,66;18,4;30;0,01;1;2,9;9,4;6882;6605;;
2018-02-20 07:00:00;18,51;18,3;0;0,01;0,6;3,2;10,4;3752;6468;;
2018-02-20 06:00:00;18,58;18,3;0;0,02;0,6;2,9;9,4;0;6454;;
2018-02-20 05:00:00;18,75;18,4;0;0,03;0,2;4;11,2;0;6457;;
2018-02-20 04:00:00;19,15;18,8;0;0,03;1;3,6;14;0;6465;;
2018-02-20 03:00:00;19,27;18,9;0;0,03;0,2;3,6;12,2;0;6477;;
2018-02-20 02:00:00;19,34;18,9;0;0,04;1,4;3,6;12,2;0;6485;;
2018-02-20 01:00:00;19,42;19;0;0,04;2,6;5,8;14,8;0;6502;;
2018-02-20 00:00:00;19,38;18,9;0;0,05;1,6;5,8;16,2;0;6505;;1,8
2018-02-19 23:00:00;19;18,5;0;0,04;0;4,7;10,4;0;6516;;
2018-02-19 22:00:00;19,03;18,4;0;0,06;0;4,3;11,9;0;6516;;
2018-02-19 21:00:00;19,33;18,8;0;0,05;0,2;4,7;11,5;0;6516;;
2018-02-19 20:00:00;20,08;19,3;0;0,09;2,4;3,6;10,4;0;6519;;
2018-02-19 19:00:00;20,84;19,5;39;0,17;0;2,5;7,2;0;6613;;
2018-02-19 18:00:00;21,83;20;189;0,26;0;4;10,1;8325;6784;;
2018-02-19 17:00:00;21,23;19,9;168;0,18;0,2;4,7;11,5;9797;6796;;
2018-02-19 16:00:00;20,92;19,6;170;0,17;1;5;12,2;8675;6784;;
2018-02-19 15:00:00;20,86;19,3;188;0,2;0,4;7,6;19,1;8919;6790;;
2018-02-19 14:00:00;21,82;19,5;268;0,33;0,2;5,4;13,7;9974;6801;;
2018-02-19 13:00:00;21,46;19,7;362;0,24;0,4;5,4;13,3;10003;6796;;
2018-02-19 12:00:00;20,41;19,1;196;0,16;0,2;4,3;10,4;10017;6801;;
2018-02-19 11:00:00;19,83;18,7;157;0,14;1;3,6;8,6;9025;6793;;
2018-02-19 10:00:00;19,58;18,3;120;0,16;0,4;3,6;7,9;6978;6690;;
2018-02-19 09:00:00;19,46;17,3;72;0,26;0,8;4,7;14;6954;6673;;
2018-02-19 08:00:00;19,65;16,9;100;0,34;0;5;12,2;6882;6642;;
2018-02-19 07:00:00;19,02;16,6;15;0,29;0;4,3;11,9;6753;6519;;
2018-02-19 06:00:00;18,94;16,6;0;0,28;0;4,3;10,8;0;6459;;
2018-02-19 05:00:00;18,86;16,5;0;0,27;0;4,7;11,5;0;6468;;
2018-02-19 04:00:00;19,02;16,5;0;0,3;0;3,6;10,8;0;6477;;
2018-02-19 03:00:00;19,58;16,4;0;0,39;0;4,3;10,8;0;6477;;
2018-02-19 02:00:00;19,63;16,2;0;0,42;0;4;13,7;0;6494;;
2018-02-19 01:00:00;19,88;16,3;0;0,44;0;4,7;14,4;0;6494;;
2018-02-19 00:00:00;20,23;16,6;0;0,47;0;6,1;14;0;6491;;5,7
2018-02-18 23:00:00;20,79;16,9;0;0,51;0;7,2;16,2;0;6502;;
2018-02-18 22:00:00;21,7;17,1;0;0,62;0;7,6;21,2;0;6496;;
2018-02-18 21:00:00;22,26;15,8;0;0,87;0;4;12,6;0;6502;;
2018-02-18 20:00:00;21,61;15;0;0,86;0;2,9;6,5;0;6505;;
2018-02-18 19:00:00;23,31;15;50;1,14;0;2,2;4,7;1481;6665;;
2018-02-18 18:00:00;24,93;14,1;105;1,52;0;1,8;4,7;8651;6778;;
2018-02-18 17:00:00;28,18;11,5;362;2,44;0;2,9;10,4;8924;6781;;
2018-02-18 16:00:00;29,71;12,7;816;2,69;0;2,5;10,4;9327;6813;;
2018-02-18 15:00:00;28,55;12,2;725;2,46;0;4;12,6;10065;6790;;
2018-02-18 14:00:00;28,65;13;1111;2,41;0;4,7;13;10012;6784;;
2018-02-18 13:00:00;27,79;13;1123;2,22;0;5;14;10031;6787;;
2018-02-18 12:00:00;26,5;13,4;1055;1,9;0;6,8;13,7;10070;6793;;
2018-02-18 11:00:00;24,64;15,1;910;1,37;0;6,8;15,5;10132;6798;;
2018-02-18 10:00:00;22,27;15,7;706;0,88;0;6,1;15,5;10161;6798;;
2018-02-18 09:00:00;19,87;15,3;457;0,56;0;6,5;18,4;9955;6796;;
2018-02-18 08:00:00;18,15;15,1;195;0,35;0;5,4;13,7;7697;6778;;
2018-02-18 07:00:00;16,5;14,6;8;0,19;0;4;12,2;6791;6539;;
2018-02-18 06:00:00;16,45;14,6;0;0,19;0;5;13,3;0;6442;;
2018-02-18 05:00:00;16,9;14,7;0;0,23;0;5,4;12,6;0;6459;;
2018-02-18 04:00:00;17,32;15;0;0,25;0;4,7;10,4;0;6468;;
2018-02-18 03:00:00;17,57;15,4;0;0,24;0;4,3;12,2;0;6474;;
2018-02-18 02:00:00;17,87;15,8;0;0,23;0;4;9;0;6482;;
2018-02-18 01:00:00;18,09;16;0;0,24;0;1,4;7,9;0;6494;;
2018-02-18 00:00:00;18,94;16,5;0;0,29;0;1,8;5;0;6499;;5,3
2018-02-17 23:00:00;20;16,9;0;0,4;0;4;8,3;0;6502;;
2018-02-17 22:00:00;20,89;16,7;0;0,55;0;2,5;10,1;0;6505;;
2018-02-17 21:00:00;20,87;16,1;0;0,62;0;2,9;7,9;0;6502;;
2018-02-17 20:00:00;21,37;15,3;0;0,79;0;2,5;9,4;0;6516;;
2018-02-17 19:00:00;23,85;14,2;46;1,32;0;1,1;5;1739;6679;;
2018-02-17 18:00:00;26,15;14,1;180;1,77;0;1,4;5,8;8569;6781;;
2018-02-17 17:00:00;26,13;15,3;199;1,63;0;0,7;6,1;9226;6796;;
2018-02-17 16:00:00;28,22;13,6;767;2,26;0;3,2;10,4;9998;6787;;
2018-02-17 15:00:00;28,18;13,8;1110;2,22;0;4,3;19,1;9955;6793;;
2018-02-17 14:00:00;26,67;14,9;876;1,79;0;3,6;10,1;10218;6790;;
2018-02-17 13:00:00;26,44;14,1;933;1,83;0;4;13,3;9461;6796;;
2018-02-17 12:00:00;24,87;15,9;1001;1,32;0;5,4;19,8;10060;6798;;
2018-02-17 11:00:00;23,06;15,8;885;1;0;6,5;19,8;10127;6796;;
2018-02-17 10:00:00;20,85;15,2;715;0,71;0;7,6;23;10180;6801;;
2018-02-17 09:00:00;19,6;15,1;472;0,54;0;7,2;16,9;9998;6801;;
2018-02-17 08:00:00;18,03;14,9;212;0,35;0;6,1;20,9;8512;6790;;
2018-02-17 07:00:00;16,51;14,6;10;0,2;0;4,7;13,3;6854;6582;;
2018-02-17 06:00:00;16,2;14,6;0;0,16;0;4,7;11,2;0;6442;;
2018-02-17 05:00:00;16,29;14,7;0;0,16;0;3,2;9;0;6445;;
2018-02-17 04:00:00;16,6;14,9;0;0,18;0;5,4;11,9;0;6459;;
2018-02-17 03:00:00;16,41;14,9;0;0,15;0;4;12,2;0;6468;;
2018-02-17 02:00:00;16,74;14,9;0;0,2;0;5;11,2;0;6477;;
2018-02-17 01:00:00;16,84;14,8;0;0,21;0;5;15,8;0;6479;;
2018-02-17 00:00:00;17,32;15;0;0,25;0;6,8;15,8;0;6494;;4,9
2018-02-16 23:00:00;17,88;15,1;0;0,31;0;7,2;15,5;0;6499;;
2018-02-16 22:00:00;18,85;15,4;0;0,41;0;7,6;18;0;6505;;
2018-02-16 21:00:00;19,67;16,2;0;0,43;0;4,3;15,8;0;6505;;
2018-02-16 20:00:00;20,21;16;0;0,54;0;3,6;9,4;0;6511;;
2018-02-16 19:00:00;22,47;15,6;52;0,92;0;4,7;16,6;1806;6682;;
2018-02-16 18:00:00;24,19;15,1;182;1,28;0;4,3;15,1;8723;6781;;
2018-02-16 17:00:00;24,72;15,4;160;1,36;0;2,5;11,9;8867;6784;;
2018-02-16 16:00:00;26,96;15,8;570;1,75;0;3,6;10,8;9102;6810;;
2018-02-16 15:00:00;27,27;14,8;879;1,91;0;3,2;9,7;10055;6790;;
2018-02-16 14:00:00;26,64;13,6;968;1,92;0;2,5;10,4;9533;6784;;
2018-02-16 13:00:00;24,68;14,7;577;1,42;0;2,5;8,3;9773;6807;;
2018-02-16 12:00:00;24,37;15,5;842;1,28;0;4,3;16,9;9974;6796;;
2018-02-16 11:00:00;23,5;15,5;936;1,11;0;7,2;18,7;10151;6790;;
2018-02-16 10:00:00;21,59;15;718;0,85;0;6,1;18;10170;6798;;
2018-02-16 09:00:00;19,93;14,9;469;0,61;0;5,8;14,4;10075;6801;;
2018-02-16 08:00:00;18,1;14,3;201;0,42;0;4,7;13,7;8090;6781;;
2018-02-16 07:00:00;16,29;13,8;5;0,26;0;5,8;12,2;6777;6539;;
2018-02-16 06:00:00;16,02;13,7;0;0,23;0;6,5;16,2;0;6445;;
2018-02-16 05:00:00;16,09;13,7;0;0,24;0;6,5;14,4;0;6454;;
2018-02-16 04:00:00;16,17;13,8;0;0,24;0;7,2;15,5;0;6465;;
2018-02-16 03:00:00;16,16;13,9;0;0,23;0;6,8;14,8;0;6471;;
2018-02-16 02:00:00;16,2;14;0;0,23;0;4,7;13,3;0;6479;;
2018-02-16 01:00:00;16,31;14;0;0,23;0;5,4;14,8;0;6488;;
2018-02-16 00:00:00;16,71;13,9;0;0,29;0;6,1;17,6;0;6494;;5,3
2018-02-15 23:00:00;17,25;13,7;0;0,39;0;5,4;11,9;0;6505;;
2018-02-15 22:00:00;18,14;13,5;0;0,52;0;6,5;15,8;0;6514;;
2018-02-15 21:00:00;18,47;14,6;0;0,44;0;4,3;14,4;0;6508;;
2018-02-15 20:00:00;19,11;15,4;0;0,45;0;5;14,4;0;6519;;
2018-02-15 19:00:00;21,49;15,3;20;0,81;0;5,8;14,4;2463;6702;;
2018-02-15 18:00:00;23,97;15;267;1,26;0;5,4;15,1;7654;6761;;
2018-02-15 17:00:00;25,65;14,6;568;1,62;0;4,7;15,5;9734;6801;;
2018-02-15 16:00:00;26,21;13,8;818;1,81;0;4,7;14;10046;6793;;
2018-02-15 15:00:00;26,16;13,7;775;1,81;0;4;13,3;10103;6796;;
2018-02-15 14:00:00;25,8;13;970;1,8;0;4,3;13;10027;6787;;
2018-02-15 13:00:00;24,66;13,6;867;1,53;0;4;15,1;10036;6790;;
2018-02-15 12:00:00;23,98;13,4;1056;1,42;0;4;15,1;9485;6790;;
2018-02-15 11:00:00;22,18;13,1;920;1,15;0;4;14,4;10094;6798;;
2018-02-15 10:00:00;20,13;12,7;721;0,87;0;6,1;22,3;10166;6798;;
2018-02-15 09:00:00;18,34;12,4;475;0,65;0;5,4;14,4;10084;6801;;
2018-02-15 08:00:00;16,57;12;201;0,46;0;4,3;10,8;8685;6787;;
2018-02-15 07:00:00;14,87;11,4;5;0,33;0;6,8;13,7;6777;6545;;
2018-02-15 06:00:00;14,76;11,2;0;0,33;0;6,1;13,3;0;6454;;
2018-02-15 05:00:00;14,96;11,4;0;0,33;0;6,1;15,5;0;6465;;
2018-02-15 04:00:00;14,7;11,5;0;0,3;0;4,3;9;0;6474;;
2018-02-15 03:00:00;15,17;11,7;0;0,34;0;5;13,7;0;6479;;
2018-02-15 02:00:00;15,33;12,3;0;0,29;0;5,4;12,2;0;6488;;
2018-02-15 01:00:00;15,42;12,9;0;0,25;0;5,8;18,4;0;6491;;
2018-02-15 00:00:00;15,66;13,1;0;0,26;0;6,8;15,5;0;6499;;4,4
2018-02-14 23:00:00;16,23;13,2;0;0,31;0;7,2;16,6;0;6508;;
2018-02-14 22:00:00;17,23;13,4;0;0,41;0;7,2;27,4;0;6505;;
2018-02-14 21:00:00;17,91;14,8;0;0,35;0;4;15,8;0;6505;;
2018-02-14 20:00:00;18,55;15,3;0;0,37;0;4,3;13;0;6516;;
2018-02-14 19:00:00;20,71;15,4;21;0,67;0;4,7;18,4;2617;6704;;
2018-02-14 18:00:00;23,08;14,5;273;1,16;0;5;17,3;7779;6756;;
2018-02-14 17:00:00;24,56;15;574;1,37;0;4,7;13;9936;6796;;
2018-02-14 16:00:00;24,87;15,3;763;1,39;0;4;14,8;10027;6793;;
2018-02-14 15:00:00;24,66;15,4;646;1,34;0;3,6;11,9;9495;6807;;
2018-02-14 14:00:00;24,26;14,5;629;1,36;0;3,2;12,6;9988;6787;;
2018-02-14 13:00:00;24,6;14,6;1142;1,42;0;3,2;14,8;10031;6793;;
2018-02-14 12:00:00;22,07;14,2;409;1,01;0;1,8;13,7;9936;6790;;
2018-02-14 11:00:00;21,65;14,1;653;0,96;0;2,2;8,6;10170;6790;;
2018-02-14 10:00:00;19,53;13,4;610;0,72;0;2,9;8,6;10127;6798;;
2018-02-14 09:00:00;17,79;12,8;477;0,54;0;2,9;9,7;9950;6798;;
2018-02-14 08:00:00;16,29;12,4;198;0,39;0;0,7;6,1;8867;6787;;
2018-02-14 07:00:00;13,72;11,5;5;0,2;0;1,4;8,6;6777;6548;;
2018-02-14 06:00:00;13,62;11,2;0;0,21;0;5,4;13,7;0;6459;;
2018-02-14 05:00:00;13,88;11,1;0;0,25;0;6,8;13,7;0;6471;;
2018-02-14 04:00:00;14,11;11,1;0;0,27;0;5,4;15,5;0;6482;;
2018-02-14 03:00:00;14,28;11,1;0;0,29;0;6,5;14,8;0;6488;;
2018-02-14 02:00:00;14,19;11,1;0;0,28;0;6,5;17,6;0;6499;;
2018-02-14 01:00:00;14,35;10,8;0;0,32;0;7,2;15,8;0;6499;;
2018-02-14 00:00:00;14,59;10,7;0;0,36;0;7,6;17,3;0;6505;;4,4
2018-02-13 23:00:00;15,21;10,8;0;0,41;0;7,6;18;0;6505;;
2018-02-13 22:00:00;15,97;12,2;0;0,38;0;5,4;15,1;0;6508;;
2018-02-13 21:00:00;16,33;12,5;0;0,39;0;2,2;9,4;0;6516;;
2018-02-13 20:00:00;17,1;12;0;0,53;0;3,6;12,2;0;6514;;
2018-02-13 19:00:00;19,1;11,4;20;0,85;0;4;14,4;2655;6568;;
2018-02-13 18:00:00;21,2;11,7;287;1,13;0;3,6;15,8;7654;6764;;
2018-02-13 17:00:00;22,01;12,5;587;1,18;0;4,7;20,9;10003;6796;;
2018-02-13 16:00:00;22,45;13,2;834;1,18;0;4,3;17,6;10084;6793;;
2018-02-13 15:00:00;22,58;13,6;1044;1,16;0;4,7;16,9;10108;6798;;
2018-02-13 14:00:00;22,32;13,3;907;1,15;0;3,6;13,7;10060;6796;;
2018-02-13 13:00:00;21,91;12,8;972;1,14;0;2,9;17,3;10060;6798;;
2018-02-13 12:00:00;20,71;12,7;833;0,96;0;2,2;11,9;10190;6801;;
2018-02-13 11:00:00;19,76;12,7;832;0,82;0;2,5;14,4;10094;6793;;
2018-02-13 10:00:00;18,14;12,6;498;0,6;0;2,5;10,1;10233;6804;;
2018-02-13 09:00:00;16,6;12,3;474;0,44;0;2,5;8,6;9825;6801;;
2018-02-13 08:00:00;14,83;11,8;181;0,28;0;1,8;9,7;9111;6796;;
2018-02-13 07:00:00;12,21;11,1;5;0,09;0,2;1,1;10,1;6810;6559;;
2018-02-13 06:00:00;11,69;11,1;0;0,04;0;1,1;7,2;0;6445;;
2018-02-13 05:00:00;11,62;11,1;0;0,03;0;0,7;6,1;0;6442;;
2018-02-13 04:00:00;11,37;10,8;0;0,03;0;1,1;4;0;6442;;
2018-02-13 03:00:00;12,02;11,1;0;0,06;0;1,1;5,8;0;6445;;
2018-02-13 02:00:00;12,83;11,8;0;0,08;0;2,2;8,6;0;6479;;
2018-02-13 01:00:00;13,21;12,1;0;0,09;0;4,3;11,9;0;6491;;
2018-02-13 00:00:00;13,47;12,2;0;0,1;0;2,2;7,6;0;6508;;1,9
2018-02-12 23:00:00;13,8;12,4;0;0,12;0;1,1;6,5;0;6514;;
2018-02-12 22:00:00;14,22;12,6;0;0,15;0;1,8;10,8;0;6516;;
2018-02-12 21:00:00;14,61;13;0;0,14;0;2,2;8,6;0;6522;;
2018-02-12 20:00:00;15,08;13,7;0;0,13;0;2,9;13;0;6525;;
2018-02-12 19:00:00;16,43;14,4;42;0,21;0;1,8;13;2813;6719;;
2018-02-12 18:00:00;17,74;14,5;203;0,36;0;2,5;12,2;9413;6793;;
2018-02-12 17:00:00;18,19;15,3;330;0,33;0;3,2;13,7;9681;6801;;
2018-02-12 16:00:00;18,47;15,5;580;0,35;0,2;3,6;17,6;10156;6807;;
2018-02-12 15:00:00;17,24;15,2;326;0,22;0;4,7;14;9380;6796;;
2018-02-12 14:00:00;16,25;15,2;248;0,1;0;4,3;13,7;10233;6813;;
2018-02-12 13:00:00;15,97;14,9;187;0,09;0,2;4,3;17,6;9844;6804;;
2018-02-12 12:00:00;16,14;15,2;220;0,09;0,2;4,3;15,8;9806;6804;;
2018-02-12 11:00:00;15,67;14,9;142;0,06;0,2;4;16,2;9145;6787;;
2018-02-12 10:00:00;15,48;14,8;101;0,06;0,2;4,3;21,2;7036;6736;;
2018-02-12 09:00:00;15,6;14,8;112;0,07;0;4,7;13,7;7017;6727;;
2018-02-12 08:00:00;15,48;14,8;33;0,06;0,2;3,6;17,6;6844;6585;;
2018-02-12 07:00:00;15,39;14,7;0;0,06;0;2,9;13;3820;6465;;
2018-02-12 06:00:00;15,35;14,6;0;0,06;0;2,9;13;0;6445;;
2018-02-12 05:00:00;15,76;15,1;0;0,05;0,6;2,2;13,3;0;6454;;
2018-02-12 04:00:00;16,08;15,7;0;0,03;0;1,4;7,2;0;6462;;
2018-02-12 03:00:00;16,29;15,8;0;0,04;0;0,4;5,4;0;6477;;
2018-02-12 02:00:00;16,32;15,7;0;0,05;0;0,4;6,5;0;6479;;
2018-02-12 01:00:00;16,13;15,6;0;0,04;0;1,1;10,1;0;6488;;
2018-02-12 00:00:00;16,29;15,8;0;0,04;0;1,4;13;0;6499;;3,1
2018-02-11 23:00:00;16,45;15,9;0;0,04;0;3,2;17,3;0;6499;;
2018-02-11 22:00:00;16,76;16,2;0;0,05;0,6;2,5;16,6;0;6505;;
2018-02-11 21:00:00;17,12;16,6;0;0,04;1,4;5;21,2;0;6508;;
2018-02-11 20:00:00;17,2;16,6;0;0,05;1,4;4;18,7;0;6511;;
2018-02-11 19:00:00;17,45;16,8;10;0,06;1,8;5,8;16,6;1500;6553;;
2018-02-11 18:00:00;17,86;17,2;32;0,06;1,8;6,5;17,6;6988;6770;;
2018-02-11 17:00:00;18,86;18,1;71;0,08;0;6,1;15,5;5550;6747;;
2018-02-11 16:00:00;20,07;19,1;173;0,12;0;5;18;9600;6793;;
2018-02-11 15:00:00;21,77;19,4;455;0,34;0;6,5;16,2;10118;6798;;
2018-02-11 14:00:00;26,86;19,8;679;1,21;0;5,4;14,4;9653;6804;;
2018-02-11 13:00:00;25,56;19,8;594;0,94;0;4,3;15,8;9629;6796;;
2018-02-11 12:00:00;25,1;19,5;615;0,89;0;5;13,7;10003;6790;;
2018-02-11 11:00:00;23,87;19,6;567;0,67;0;1,8;10,4;10118;6793;;
2018-02-11 10:00:00;22,49;19,2;385;0,47;0;1,4;6,8;9523;6804;;
2018-02-11 09:00:00;21,4;19,4;256;0,27;0;0,7;4;7577;6767;;
2018-02-11 08:00:00;19,83;19,2;54;0,06;0;0,4;4,3;6930;6645;;
2018-02-11 07:00:00;19,28;18,9;6;0,03;0;1,1;4,7;6695;6511;;
2018-02-11 06:00:00;19,28;18,8;0;0,04;0;1,1;5,4;0;6451;;
2018-02-11 05:00:00;19,32;18,7;0;0,06;0,2;0,7;4,7;0;6465;;
2018-02-11 04:00:00;19,52;18,7;0;0,09;0,2;0,4;4;0;6471;;
2018-02-11 03:00:00;19,41;18,7;0;0,08;0,2;0,4;2,5;0;6477;;
2018-02-11 02:00:00;19,74;18,6;0;0,14;0;1,8;9;0;6485;;
2018-02-11 01:00:00;20,07;18,9;0;0,15;0;2,9;7,9;0;6488;;
2018-02-11 00:00:00;20,35;19,1;0;0,15;0;1,8;6,5;0;6488;;4,4
2018-02-10 23:00:00;20,48;19,2;0;0,16;0;1,4;10,1;0;6499;;
2018-02-10 22:00:00;20,58;19,3;0;0,16;0,2;1,8;11,2;0;6499;;
2018-02-10 21:00:00;21,22;19,2;0;0,27;0;2,5;17,3;0;6502;;
2018-02-10 20:00:00;21,68;19,3;0;0,32;0;2,9;16,9;0;6502;;
2018-02-10 19:00:00;22,32;19,5;44;0,4;0;3,2;14,4;1878;6682;;
2018-02-10 18:00:00;23,69;20,6;135;0,49;0;6,8;20,9;8536;6778;;
2018-02-10 17:00:00;25,8;20,7;372;0,86;0;5,8;16,6;9936;6793;;
2018-02-10 16:00:00;26,67;21,4;332;0,93;0;4,3;15,1;9586;6810;;
2018-02-10 15:00:00;27,87;20,8;470;1,28;0;2,5;9,4;10060;6787;;
2018-02-10 14:00:00;28,31;20,5;714;1,43;0;3,6;12,6;9945;6793;;
2018-02-10 13:00:00;27,98;21;978;1,27;0;5;13,7;10108;6787;;
2018-02-10 12:00:00;27,16;20,6;690;1,15;0;4;13,7;9542;6798;;
2018-02-10 11:00:00;26,26;20,2;855;1,02;0;5,4;18,4;10079;6796;;
2018-02-10 10:00:00;24,09;19,9;693;0,66;0;5;15,8;10113;6798;;
2018-02-10 09:00:00;22,23;19,1;455;0,45;0;4;10,4;10041;6796;;
2018-02-10 08:00:00;20,54;18,4;134;0,28;0;1,8;7,6;7069;6750;;
2018-02-10 07:00:00;19,04;17,5;1;0,18;0;1,4;9,4;6758;6525;;
2018-02-10 06:00:00;18,82;17,4;0;0,16;0;1,4;9,4;0;6445;;
2018-02-10 05:00:00;18,72;17,5;0;0,14;0;2,2;8,6;0;6454;;
2018-02-10 04:00:00;18,38;17,4;0;0,1;0;1,8;9;0;6457;;
2018-02-10 03:00:00;18,44;17,8;0;0,06;0;4;15,5;0;6465;;
2018-02-10 02:00:00;18,83;18,5;0;0,02;0,2;5,4;17,6;0;6462;;
2018-02-10 01:00:00;18,7;18,3;0;0,03;0,2;1,8;10,8;0;6479;;
2018-02-10 00:00:00;19,32;18,6;0;0,07;3,6;1,4;13,7;0;6494;;5,2
2018-02-09 22:00:00;20,8;18,4;0;0,32;0;3,6;11,9;0;6499;;
2018-02-09 21:00:00;20,92;18,6;0;0,31;0;7,2;18;0;6499;;
2018-02-09 20:00:00;20,84;19;0;0,24;0;7,6;25,9;0;6505;;
2018-02-09 19:00:00;21,27;19,6;0;0,22;1,8;4;15,1;1169;6519;;
2018-02-09 18:00:00;23,67;19,1;22;0,69;0,2;7,6;27,7;560;6525;;
2018-02-09 17:00:00;26,66;19,3;372;1,25;0;8,6;20,2;7951;6767;;
2018-02-09 16:00:00;26,05;18,8;350;1,18;0;9,4;25,2;10142;6793;;
2018-02-09 15:00:00;27,75;18,5;930;1,57;0;12,2;27,7;10103;6787;;
2018-02-09 14:00:00;27,04;19,2;972;1,33;0;11,2;24,1;10175;6787;;
2018-02-09 13:00:00;26,32;19,7;498;1,11;3;7,2;21,2;10305;6793;;
2018-02-09 12:00:00;28,62;18,7;869;1,74;0;10,4;23;10290;6793;;
