LAT;-29,18597;;;;;;;;;
LONG;-51,58266;;;;;;;;;
;HC Air temperature [°C];Dew Point [°C];Solar radiation [W/m2];HC Relative humidity [%];Precipitation [mm];Leaf Wetness [min];Wind speed [m/s];;Battery [mV];
Date/Time;avg;avg;avg;avg;sum;time;avg;max;last;Daily ET0 [mm]
2020-07-21 00:00:00;18,33;11,9;0;66,73;0;0;1,1;1,4;6562;2,4
2020-07-20 23:00:00;19,11;12,1;0;64,7;0;0;1,2;1,5;6582;
2020-07-20 22:00:00;19,7;12,2;0;62,61;0;0;1,1;1,4;6590;
2020-07-20 21:00:00;20,03;11,8;0;59,88;0;0;0,4;1,4;6582;
2020-07-20 20:00:00;20,52;12;0;58,69;0;0;0;0,6;6610;
2020-07-20 19:00:00;20,91;12,4;0;58,96;0;0;0;0;6630;
2020-07-20 18:00:00;22,13;12,5;17;55,17;0;0;0;0;6698;
2020-07-20 17:00:00;24,02;12,5;194;49,4;0;0;0,8;1,6;6874;
2020-07-20 16:00:00;24,46;12,2;312;47,04;0;0;1,6;2,2;6904;
2020-07-20 15:00:00;24,91;12,3;560;46,38;0;0;2;2,5;6904;
2020-07-20 14:00:00;24,64;12,3;648;46,94;0;0;2,2;2,8;6904;
2020-07-20 13:00:00;23,87;13;695;51,49;0;0;2,3;2,6;6904;
2020-07-20 12:00:00;22,61;13,7;670;57,92;0;0;1,8;2,5;6904;
2020-07-20 11:00:00;21,1;13,8;548;63,95;0;0;1,3;2;6904;
2020-07-20 10:00:00;19,62;14,1;391;71,38;0;0;0,6;1,4;6904;
2020-07-20 09:00:00;18,05;13,9;187;77,53;0;0;0,9;1,2;6904;
2020-07-20 08:00:00;16,68;13,6;25;83,35;0;0;1;1,4;6776;
2020-07-20 07:00:00;16,66;13,8;0;84,16;0;0;0,5;1,1;6572;
2020-07-20 06:00:00;16,92;13,9;0;83,48;0;0;0,7;1,1;6572;
2020-07-20 05:00:00;17,19;14;0;82,28;0;0;1;1,3;6552;
2020-07-20 04:00:00;17,64;13,9;0;79,94;0;0;1;1,4;6572;
2020-07-20 03:00:00;18,14;13,9;0;77,1;0;0;0,8;1,2;6562;
2020-07-20 02:00:00;18,64;13,9;0;74,55;0;0;0,9;1,3;6562;
2020-07-20 01:00:00;19,35;13,7;0;70,75;0;0;1,1;1,7;6582;
2020-07-20 00:00:00;19,98;13,6;0;67,42;0;0;1,2;1,6;6572;2,4
2020-07-19 23:00:00;20,52;13,4;0;64,27;0;0;1;1,4;6582;
2020-07-19 22:00:00;21;12,6;0;59,6;0;0;0,4;0,9;6600;
2020-07-19 21:00:00;22,16;12,3;0;54,42;0;0;0,1;0,7;6600;
2020-07-19 20:00:00;22,59;12,1;0;52,34;0;0;0,1;0,7;6600;
2020-07-19 19:00:00;23,11;11,8;0;49,54;0;0;0,3;1;6640;
2020-07-19 18:00:00;24,38;11,5;31;45,21;0;0;0,1;0,7;6708;
2020-07-19 17:00:00;26,38;11,8;205;41,02;0;0;1,1;1,7;6884;
2020-07-19 16:00:00;26,88;13,1;400;43,4;0;0;1,7;2;6904;
2020-07-19 15:00:00;26,46;14,1;561;47,51;0;0;1,8;2,3;6904;
2020-07-19 14:00:00;25,63;14,4;659;50,73;0;0;1,8;2,2;6904;
2020-07-19 13:00:00;24,51;14,4;695;54,32;0;0;1,6;2,3;6904;
2020-07-19 12:00:00;22,97;14,8;663;60,87;0;0;1,8;2,4;6904;
2020-07-19 11:00:00;21,33;14,5;555;65,79;0;0;1,8;2,7;6904;
2020-07-19 10:00:00;19,54;14,6;391;74,33;0;0;1,1;1,4;6904;
2020-07-19 09:00:00;17,94;14,5;190;81,45;0;0;0,7;1,7;6914;
2020-07-19 08:00:00;17,1;14,6;26;85,7;0;0;0,9;1,3;6756;
2020-07-19 07:00:00;17,25;14,6;0;85,19;0;0;0,3;1;6582;
2020-07-19 06:00:00;17,95;14,7;0;81,9;0;0;0,3;0,9;6582;
2020-07-19 05:00:00;18,25;14,7;0;80,71;0;0;0,7;1,2;6582;
2020-07-19 04:00:00;18,49;14,6;0;78,95;0;0;0,8;1,7;6590;
2020-07-19 03:00:00;18,69;14,4;0;76,9;0;0;1,1;1,5;6572;
2020-07-19 02:00:00;19,04;14,4;0;75,49;0;0;1;1,4;6590;
2020-07-19 01:00:00;19,61;14,5;0;73,48;0;0;0,6;1,1;6590;
2020-07-19 00:00:00;19,7;15,2;0;76,07;0;0;0;0,4;6600;2,3
2020-07-18 23:00:00;20,47;15,4;0;73,19;0;0;0,5;1,4;6590;
2020-07-18 22:00:00;21,22;14,9;0;68,2;0;0;0,2;0,7;6600;
2020-07-18 21:00:00;21,68;14,9;0;66,15;0;0;0,9;1,4;6610;
2020-07-18 20:00:00;22,28;14,8;0;63,71;0;0;1;1,5;6610;
2020-07-18 19:00:00;23,21;15;0;60,72;0;0;0,4;1,2;6640;
2020-07-18 18:00:00;24,89;16,1;31;59,14;0;0;0;0,1;6688;
2020-07-18 17:00:00;26,4;15,9;201;53,17;0;0;0,7;1,3;6884;
2020-07-18 16:00:00;26,71;16;397;52,59;0;0;1,3;1,9;6894;
2020-07-18 15:00:00;26,34;15,9;551;53,49;0;0;1,3;1,7;6904;
2020-07-18 14:00:00;25,46;16;654;56,58;0;0;1,4;2;6904;
2020-07-18 13:00:00;24,28;16,1;687;60,97;0;0;1,2;1,9;6904;
2020-07-18 12:00:00;22,68;15,7;646;65,69;0;0;1,7;2,7;6904;
2020-07-18 11:00:00;20,93;15;518;69,74;0;0;1,9;2,5;6914;
2020-07-18 10:00:00;19,68;14,9;354;74,72;0;0;1,2;1,8;6914;
2020-07-18 09:00:00;18,16;14,7;139;81,1;0;0;0,3;1,5;6904;
2020-07-18 08:00:00;17,5;14,7;24;84,16;0;0;0;0,4;6678;
2020-07-18 07:00:00;17,3;14,9;0;87,02;0;0;0,1;0,4;6572;
2020-07-18 06:00:00;17,48;15,4;0;88,29;0;0;0,3;0,7;6572;
2020-07-18 05:00:00;17,86;15,7;0;87,88;0;0;0,5;1,1;6590;
2020-07-18 04:00:00;18,33;15,9;0;86,94;0;0;0,9;1,6;6590;
2020-07-18 03:00:00;18,51;16,1;0;86,98;0;0;1,2;1,6;6600;
2020-07-18 02:00:00;18,81;16,2;0;85,98;0;0;0,8;1,3;6590;
2020-07-18 01:00:00;18,95;16,4;0;85,96;0;0;0,6;1,4;6610;
2020-07-18 00:00:00;19,36;16,6;0;85,07;0;0;0,6;1,1;6610;1,4
2020-07-17 23:00:00;19,67;16,8;0;84,8;0;0;0,5;1,1;6600;
2020-07-17 22:00:00;19,82;16,8;0;83,93;0;0;0,5;1;6610;
2020-07-17 21:00:00;19,76;16,5;0;82,81;0;0;0,4;0,8;6620;
2020-07-17 20:00:00;19,84;16,4;0;81,78;0;0;0,5;0,7;6620;
2020-07-17 19:00:00;19,82;16,4;0;82,07;0;0;0,7;1,3;6650;
2020-07-17 18:00:00;20,48;16,4;16;78,74;0;0;0;0;6668;
2020-07-17 17:00:00;20,95;16,2;76;75,21;0;0;0,2;0,7;6844;
2020-07-17 16:00:00;21,51;15,9;254;71,19;0;0;0,9;1,3;6884;
2020-07-17 15:00:00;21,36;15,4;496;69,66;0;0;0,9;1,3;6904;
2020-07-17 14:00:00;19,74;14,8;297;74;0;0;0,7;1,1;6914;
2020-07-17 13:00:00;19,08;14,4;565;75,15;0;0;1,1;1,7;6914;
2020-07-17 12:00:00;17,65;13,7;476;78,66;0;0;1,3;2,1;6914;
2020-07-17 11:00:00;16,2;13,1;388;83,17;0;0;0,7;1,4;6914;
2020-07-17 10:00:00;14,48;12,6;232;89,7;0;0;0,2;1,1;6914;
2020-07-17 09:00:00;13,28;12,1;77;93,61;0;0;0;0;6728;
2020-07-17 08:00:00;12,59;11,8;11;95,99;0;0;0;0;6610;
2020-07-17 07:00:00;12,44;11,8;0;97,07;0;0;0,2;0,5;6542;
2020-07-17 06:00:00;12,03;11,7;0;99,12;0;0;0;0,5;6552;
2020-07-17 05:00:00;11,93;11,7;0;99,86;0;0;0,1;0,7;6532;
2020-07-17 04:00:00;11,99;11,8;0;99,85;0;0;0;0;6532;
2020-07-17 03:00:00;11,81;11,7;0;100;0;0;0,2;0,9;6552;
2020-07-17 02:00:00;11,49;11,4;0;100;0;0;0,4;0,9;6542;
2020-07-17 01:00:00;11,32;11,2;0;100;0;0;0,4;0,9;6552;
2020-07-17 00:00:00;11,05;11;0;100;0;0;0,4;1,3;6562;0,8
2020-07-16 23:00:00;10,71;10,6;0;100;0;0;0;0;6542;
2020-07-16 22:00:00;10,23;10,2;0;100;0,4;0;0,3;1,1;6562;
2020-07-16 21:00:00;9,75;9,7;0;100;0,8;0;0,3;0,9;6552;
2020-07-16 20:00:00;8,83;8,7;0;100;3,6;0;0,2;0,5;6552;
2020-07-16 19:00:00;8,26;8,2;0;100;4,8;0;0,4;1,2;6572;
2020-07-16 18:00:00;7,86;7,8;0;100;3;0;0,4;1,4;6572;
2020-07-16 17:00:00;7,64;7,6;0;100;2,4;0;0,1;0,8;6582;
2020-07-16 16:00:00;7,25;7,1;12;99,72;4,8;0;0,9;2;6620;
2020-07-16 15:00:00;7,24;6,1;0;93,27;9,2;0;0,8;1,7;6668;
2020-07-16 14:00:00;8,66;4;24;73,95;3,4;0;0,9;1,7;6786;
2020-07-16 13:00:00;9,66;4,4;95;70,78;0,4;0;1,5;2,6;6894;
2020-07-16 12:00:00;10,39;4,5;56;67,76;0,2;0;0,4;1,4;6816;
2020-07-16 11:00:00;11,22;2,2;54;54,51;0;0;0,2;1,1;6748;
2020-07-16 10:00:00;10,93;2,1;41;55,38;0;0;0,8;1,9;6718;
2020-07-16 09:00:00;11,05;2,1;34;54,93;0;0;1,3;2,3;6660;
2020-07-16 08:00:00;10,97;2,7;17;57,34;0;0;1,7;2,4;6640;
2020-07-16 07:00:00;10,49;3,6;0;63,06;0;0;1,4;2,7;6582;
2020-07-16 06:00:00;10,75;3,5;0;61,7;0;0;0,9;1,8;6582;
2020-07-16 05:00:00;10,61;3,4;0;61,82;0;0;0,4;1,1;6582;
2020-07-16 04:00:00;10,26;3,2;0;62,17;0;0;0,6;1,4;6582;
2020-07-16 03:00:00;10,07;2,4;0;59,7;0;0;0,4;1,3;6610;
2020-07-16 02:00:00;10,29;0,9;0;52,97;0;0;0,5;1,4;6590;
2020-07-16 01:00:00;9,33;-0,3;0;51,23;0;0;0,2;0,7;6610;
2020-07-16 00:00:00;8,64;0,1;0;55,82;0;0;0,2;0,9;6620;1,3
2020-07-15 23:00:00;8,02;1,1;0;62,86;0;0;1,2;1,4;6600;
2020-07-15 22:00:00;6,92;1,8;0;70,81;0;0;1,1;1,5;6630;
2020-07-15 21:00:00;7,64;1,7;0;66,97;0;0;0,4;2,2;6640;
2020-07-15 20:00:00;7,49;1,7;0;67,67;0;0;0,3;1,5;6640;
2020-07-15 19:00:00;8,54;2,1;0;64,53;0;0;0,2;0,5;6688;
2020-07-15 18:00:00;12,1;2,8;32;54,14;0;0;0,1;0,4;6728;
2020-07-15 17:00:00;16,23;0;221;34,2;0;0;0,2;0,4;6894;
2020-07-15 16:00:00;17,18;-3,6;434;24,28;0;0;0,7;1,1;6904;
2020-07-15 15:00:00;16,28;-4,7;601;23,51;0;0;1;1,4;6914;
2020-07-15 14:00:00;14,89;-0,7;706;35,29;0;0;0,8;1,4;6914;
2020-07-15 13:00:00;12,81;2,3;742;49,62;0;0;0,6;0,9;6914;
2020-07-15 12:00:00;9,88;2,4;699;60,62;0;0;0,8;1,4;6914;
2020-07-15 11:00:00;5,34;2,6;590;84,18;0;0;0,4;0,9;6922;
2020-07-15 10:00:00;1,24;1;338;99,5;0;0;0,1;0,4;6932;
2020-07-15 09:00:00;0,84;0,7;181;99,5;0,2;0;0;0,8;6932;
2020-07-15 08:00:00;-0,9;-0,9;30;99,15;0;0;0;0;6914;
2020-07-15 07:00:00;-1,24;-1,3;0;98,44;0;0;0;0;6542;
2020-07-15 06:00:00;-0,72;-1;0;97,54;0;0;0;0;6542;
2020-07-15 05:00:00;-0,18;-0,8;0;94,55;0;0;0;0;6542;
2020-07-15 04:00:00;0,7;-0,7;0;90,38;0;0;0,1;0,7;6572;
2020-07-15 03:00:00;1,07;-0,6;0;88,02;0;0;0;0;6562;
2020-07-15 02:00:00;1,82;-0,4;0;84,9;0;0;0;0,6;6590;
2020-07-15 01:00:00;2,61;0,2;0;85,37;0;0;0,3;1,1;6572;
2020-07-15 00:00:00;2,72;-0,2;0;81,13;0;0;0;0;6600;1,2
2020-07-14 23:00:00;3,54;-0,3;0;76,05;0;0;0;0;6610;
2020-07-14 22:00:00;4,61;-0,3;0;70,4;0;0;0,5;1,3;6600;
2020-07-14 21:00:00;5,46;0;0;67,31;0;0;1,2;1,5;6630;
2020-07-14 20:00:00;5,47;0;0;68,15;0;0;0,9;1,5;6640;
2020-07-14 19:00:00;5,82;0,2;0;68,26;0;0;0,6;1,4;6698;
2020-07-14 18:00:00;9,05;-0,6;35;51,55;0;0;0,2;0,9;6748;
2020-07-14 17:00:00;10,49;-1,5;227;43,37;0;0;0,7;1,4;6904;
2020-07-14 16:00:00;10,59;-1,5;435;43,01;0;0;1,3;2;6922;
2020-07-14 15:00:00;10,36;-0,7;599;46,37;0;0;1,2;1,6;6922;
2020-07-14 14:00:00;9,28;-0,7;705;49,96;0;0;1,3;2,1;6922;
2020-07-14 13:00:00;8,17;-0,6;739;53,94;0;0;1,2;1,8;6922;
2020-07-14 12:00:00;7,13;-0,5;699;58,5;0;0;1,3;1,7;6922;
2020-07-14 11:00:00;4,67;3,2;610;92;0;0;0,6;2;6922;
2020-07-14 10:00:00;2,11;2;167;100;0;0;0,1;0,5;6922;
2020-07-14 09:00:00;0,7;0,6;71;100;0;0;0;0;6874;
2020-07-14 08:00:00;0,07;-0,1;17;99;0;0;0;0;6600;
2020-07-14 07:00:00;0,6;0;0;96,73;0;0;0;0;6522;
2020-07-14 06:00:00;1,54;0,5;0;93,82;0;0;0;0;6522;
2020-07-14 05:00:00;1,89;0,4;0;90,76;0;0;0;0;6552;
2020-07-14 04:00:00;2,61;0,6;0;87,69;0;0;0;0;6542;
2020-07-14 03:00:00;3,65;0,6;0;81,23;0,2;0;0;0;6552;
2020-07-14 02:00:00;5,52;0,8;0;72,16;0;0;0;0,1;6572;
2020-07-14 01:00:00;6,21;1,1;0;71,05;0;0;0,1;0,5;6572;
2020-07-14 00:00:00;6,02;2,9;0;81,67;0;0;0,5;1,1;6572;0,7
2020-07-13 23:00:00;5,23;3,1;0;86,92;0;0;0;0,1;6590;
2020-07-13 22:00:00;5,71;3,5;0;86,95;0;0;0;0,1;6590;
2020-07-13 21:00:00;6,98;3,8;0;81,15;0;0;0;0;6630;
2020-07-13 20:00:00;8,16;4,4;0;78,17;0;0;0;0;6620;
2020-07-13 19:00:00;8,96;7,2;0;89,77;0;0;0;0,3;6660;
2020-07-13 18:00:00;11;9;17;88,37;0;0;0;0,4;6688;
2020-07-13 17:00:00;11,89;10;99;89,46;0;0;0,2;0,5;6786;
2020-07-13 16:00:00;11,74;10,7;214;94,74;0;0;0,3;1;6914;
2020-07-13 15:00:00;12,37;11,1;95;92,63;0;0;0,8;1,4;6796;
2020-07-13 14:00:00;13,41;11,6;144;89,78;0;0;0,3;1,1;6894;
2020-07-13 13:00:00;13,31;11,5;155;89,78;0;0;0,2;0,9;6884;
2020-07-13 12:00:00;13,25;11,2;152;88,11;0;0;0;0,2;6806;
2020-07-13 11:00:00;12,77;11,3;188;91,46;0;0;0;0;6894;
2020-07-13 10:00:00;11,49;11,4;137;99,89;0;0;0;0,4;6894;
2020-07-13 09:00:00;11,36;11,1;44;99,14;0;0;0,1;0,5;6630;
2020-07-13 08:00:00;11,21;10,9;0;99,02;0;0;0;0,2;6552;
2020-07-13 07:00:00;11,42;11,3;0;100;0;0;0,1;0,6;6532;
2020-07-13 06:00:00;11,4;11,3;0;100;0;0;0;0;6542;
2020-07-13 05:00:00;11,46;11,4;0;100;0;0;0;0;6562;
2020-07-13 04:00:00;11,57;11,5;0;100;0;0;0;0,1;6562;
2020-07-13 03:00:00;11,84;11,7;0;100;0;0;0;0,1;6552;
2020-07-13 02:00:00;11,96;11,9;0;100;0;0;0;0,2;6572;
2020-07-13 01:00:00;12,46;12,4;0;100;0;0;0,1;0,5;6562;
2020-07-13 00:00:00;12,66;12,6;0;100;0;0;0;0,1;6590;0,7
2020-07-12 23:00:00;12,79;12,7;0;100;0;0;0;0,1;6590;
2020-07-12 22:00:00;12,82;12,7;0;100;0;0;0;0,3;6600;
2020-07-12 21:00:00;13,21;13,1;0;100;0;0;0;0;6590;
2020-07-12 20:00:00;13,61;13,5;0;100;0;0;0;0,1;6620;
2020-07-12 19:00:00;13,96;13,9;0;100;0;0;0;0,4;6620;
2020-07-12 18:00:00;14,45;14,4;8;100;0;0;0,1;0,5;6650;
2020-07-12 17:00:00;15,04;15;33;100;0;0;0,8;1,7;6748;
2020-07-12 16:00:00;16,81;16,7;144;99,95;0;0;0,6;0,9;6786;
2020-07-12 15:00:00;16,75;16,7;138;100;0;0;1,4;2;6894;
2020-07-12 14:00:00;17,31;17,2;108;100;0;0;0,7;1,5;6806;
2020-07-12 13:00:00;17,34;17,3;220;100;0;0;0,2;0,7;6914;
2020-07-12 12:00:00;17,2;17,1;81;100;2;0;0,7;1,7;6748;
2020-07-12 11:00:00;16,7;16,6;18;100;1,4;0;0;0,2;6590;
2020-07-12 10:00:00;16,61;16,5;44;100;1;0;0;0,2;6650;
2020-07-12 09:00:00;15,98;15,9;8;100;0;0;0;0,2;6572;
2020-07-12 08:00:00;15,56;15,5;0;100;0,8;0;0;0,1;6552;
2020-07-12 07:00:00;15,48;15,4;0;100;0;0;0;0,2;6552;
2020-07-12 06:00:00;15,46;15,4;0;100;10,6;0;0,4;2,1;6552;
2020-07-12 05:00:00;15,22;15,1;0;100;5;0;1;2,1;6562;
2020-07-12 04:00:00;14,93;14,8;0;100;0,8;0;0,4;2;6552;
2020-07-12 03:00:00;14,86;14,8;0;100;5,8;0;0,2;1,1;6562;
2020-07-12 02:00:00;14,64;14,5;0;100;0,4;0;0,5;1,4;6552;
2020-07-12 01:00:00;14,64;14,5;0;100;5,6;0;0,4;1,2;6562;
2020-07-12 00:00:00;14,39;14,3;0;100;0,8;0;0,2;0,5;6552;0,8
2020-07-11 23:00:00;13,97;13,9;0;100;6,8;0;0,3;1,5;6582;
2020-07-11 22:00:00;13,91;13,8;0;100;0;0;0,1;0,8;6582;
2020-07-11 21:00:00;13,65;13,6;0;100;0;0;0;0,3;6590;
2020-07-11 20:00:00;13,31;13,2;0;100;0;0;0,1;0,4;6590;
2020-07-11 19:00:00;13,28;13,2;0;100;0;0;0;0;6590;
2020-07-11 18:00:00;13,38;13,3;10;100;0;0;0,1;0,6;6620;
2020-07-11 17:00:00;13,15;13,1;39;100;0,4;0;0,2;0,6;6728;
2020-07-11 16:00:00;12,84;12,8;16;100;5,8;0;0;0,3;6668;
2020-07-11 15:00:00;13;12,9;15;100;1;0;0;0,1;6708;
2020-07-11 14:00:00;13,22;13,1;75;100;0;0;0;0;6816;
2020-07-11 13:00:00;13,06;13;104;100;0;0;0;0,3;6884;
2020-07-11 12:00:00;12,36;12,3;74;100;4,4;0;0;0,2;6766;
2020-07-11 11:00:00;12,16;12,1;22;100;4,4;0;0;0,5;6640;
2020-07-11 10:00:00;12,33;12,2;7;100;0,4;0;0;0,1;6600;
2020-07-11 09:00:00;12,32;12,2;0;100;1,8;0;0;0,5;6590;
2020-07-11 08:00:00;12,29;12;0;99,31;0,2;0;0,3;1,4;6582;
2020-07-11 07:00:00;12,48;11,1;0;92,22;0,4;0;0,7;1,9;6572;
2020-07-11 06:00:00;13,46;10,6;0;84,27;0,8;0;0,8;1,6;6590;
2020-07-11 05:00:00;14,66;9,7;0;73,03;0;0;0,7;1,7;6582;
2020-07-11 04:00:00;14,24;8,7;0;70,32;0,6;0;0,4;1,3;6582;
2020-07-11 03:00:00;15,16;7;0;58,68;0,2;0;0,5;1,9;6600;
2020-07-11 02:00:00;15,68;5,8;0;52,82;0;0;1;2;6610;
2020-07-11 01:00:00;15,89;5,3;0;50,11;0;0;1,3;1,9;6610;
2020-07-11 00:00:00;15,91;6,5;0;54,25;0;0;1;1,7;6620;1,9
2020-07-10 23:00:00;16,32;6,9;0;54,35;0;0;1,1;1,4;6610;
2020-07-10 22:00:00;16,9;6,4;0;50,84;0;0;0,9;1,2;6630;
2020-07-10 21:00:00;16,74;5,9;0;49,73;0;0;0;0,2;6640;
2020-07-10 20:00:00;16,66;5,4;0;47,92;0;0;0,1;0,4;6650;
2020-07-10 19:00:00;17,35;4,5;0;43,44;0;0;0;0,2;6660;
2020-07-10 18:00:00;19,3;4,5;27;38,33;0;0;1;1,5;6708;
2020-07-10 17:00:00;20,93;5,6;210;37,65;0;0;1,5;2,2;6884;
2020-07-10 16:00:00;21,31;6,6;421;39,16;0;0;1,5;2;6904;
2020-07-10 15:00:00;20,02;6,2;583;41,28;0;0;1,8;2,3;6904;
2020-07-10 14:00:00;18,95;5,4;689;41,58;0;0;2;2,5;6904;
2020-07-10 13:00:00;17,29;3,6;723;40,88;0;0;2,3;2,8;6914;
2020-07-10 12:00:00;15,66;3,3;683;44,67;0;0;1,2;1,9;6914;
2020-07-10 11:00:00;13,36;3,3;572;51,53;0;0;0,8;1,4;6914;
2020-07-10 10:00:00;10,74;2,8;405;58,77;0;0;0,5;1,1;6922;
2020-07-10 09:00:00;8,23;3,2;180;71,29;0;0;0,7;1,1;6922;
2020-07-10 08:00:00;6,46;3,3;23;81,31;0;0;1,3;1,7;6786;
2020-07-10 07:00:00;5,68;3,9;0;89,37;0;0;1,4;1,7;6582;
2020-07-10 06:00:00;5,44;4,1;0;91,41;0;0;1,3;1,5;6582;
2020-07-10 05:00:00;5,15;4;0;93,07;0;0;0,7;1,4;6572;
2020-07-10 04:00:00;5,33;4;0;92,19;0;0;0,3;0,8;6590;
2020-07-10 03:00:00;5,89;4,1;0;89,53;0;0;0,1;0,4;6600;
2020-07-10 02:00:00;6,31;4,2;0;87,26;0,2;0;0;0,2;6600;
2020-07-10 01:00:00;6,31;4,1;0;86,71;0;0;0,9;1,6;6610;
2020-07-10 00:00:00;6,46;3,8;0;84,2;0;0;0,9;1,5;6620;1,3
2020-07-09 23:00:00;7,07;3,7;0;79,9;0;0;0;0;6620;
2020-07-09 22:00:00;6,66;3,9;0;83,85;0;0;0;0;6610;
2020-07-09 21:00:00;7,32;4,4;0;82,75;0;0;0;0;6640;
2020-07-09 20:00:00;7,55;4,4;0;81,27;0;0;0;0,1;6650;
2020-07-09 19:00:00;8,48;3,8;0;73,63;0;0;0,2;0,8;6668;
2020-07-09 18:00:00;10,05;3,9;27;66,41;0;0;0,3;1;6708;
2020-07-09 17:00:00;11,44;3,5;203;59,18;0;0;1,3;2,2;6894;
2020-07-09 16:00:00;11,71;3,3;425;56,96;0;0;2,1;2,6;6914;
2020-07-09 15:00:00;11,22;3,3;491;58,91;0;0;2,1;2,8;6922;
2020-07-09 14:00:00;11,18;2,7;718;56,58;0;0;2,3;3,1;6922;
2020-07-09 13:00:00;10,98;3,4;771;60,3;0;0;2,3;2,7;6914;
2020-07-09 12:00:00;10,02;3,5;689;64,75;0;0;1,8;2,3;6922;
2020-07-09 11:00:00;9,28;4,3;644;72,15;0;0;1,5;1,9;6922;
2020-07-09 10:00:00;7,94;5,4;439;85,3;0;0;1,3;2,5;6922;
2020-07-09 09:00:00;6,24;5,9;104;98,7;0;0;0,1;0,5;6922;
2020-07-09 08:00:00;5,51;5,2;9;98,84;0;0;0;0;6552;
2020-07-09 07:00:00;6,09;5,1;0;94,4;0;0;0;0,3;6512;
2020-07-09 06:00:00;6,93;6,4;0;97,03;0,2;0;0,3;0,8;6542;
2020-07-09 05:00:00;7,35;6,8;0;97,39;0;0;0,3;0,9;6532;
2020-07-09 04:00:00;7,53;7,3;0;99,22;0;0;0,1;0,8;6552;
2020-07-09 03:00:00;7,72;7,4;0;98,79;0;0;0,2;1,2;6542;
2020-07-09 02:00:00;7,87;7,2;0;96,76;0;0;0;0,2;6562;
2020-07-09 01:00:00;8,21;7,4;0;95,69;0;0;0,3;1;6572;
2020-07-09 00:00:00;8,55;7,7;0;95,26;0;0;0,6;1,1;6582;0,6
2020-07-08 23:00:00;8,67;7,9;0;96,33;0;0;0,1;0,8;6590;
2020-07-08 22:00:00;9,05;8,1;0;94,61;0;0;2,2;3,4;6600;
2020-07-08 21:00:00;9,59;8,6;0;94,74;0,2;0;2;2,6;6620;
2020-07-08 20:00:00;9,98;9,3;0;96,45;0;0;2,1;2,9;6630;
2020-07-08 19:00:00;10,43;9,7;0;96,5;0;0;1,5;2,6;6630;
2020-07-08 18:00:00;11,36;9,9;7;91,95;0;0;1,5;2,3;6660;
2020-07-08 17:00:00;12,04;10,9;74;93,72;0;0;1,1;2,2;6748;
2020-07-08 16:00:00;11,91;11,7;70;99,28;0,2;0;1,2;2,3;6826;
2020-07-08 15:00:00;12,05;11,9;92;99,66;0;0;1,4;2,3;6816;
2020-07-08 14:00:00;12,08;11,6;93;97,57;0;0;1,1;1,9;6796;
2020-07-08 13:00:00;11,87;11,5;94;98,42;0;0;1,5;2;6756;
2020-07-08 12:00:00;11,35;11,3;95;100;0;0;2,1;2,9;6766;
2020-07-08 11:00:00;11,23;11,1;56;100;0;0;1,6;2,5;6668;
2020-07-08 10:00:00;11,45;11,4;26;100;0,4;0;0,1;1,1;6542;
2020-07-08 09:00:00;11,32;11,2;0;100;0,4;0;0,2;1;6502;
2020-07-08 08:00:00;10,99;10,9;0;100;0;0;0;0;6494;
2020-07-08 07:00:00;11,04;11;0;100;0,4;0;0;0;6502;
2020-07-08 06:00:00;11,24;11,2;0;100;0,4;0;0;0,2;6484;
2020-07-08 05:00:00;11,23;11,1;0;100;0,8;0;0,1;0,8;6494;
2020-07-08 04:00:00;11,19;11,1;0;100;0,8;0;0;0;6484;
2020-07-08 03:00:00;11,08;11;0;100;0,8;0;0,2;1,1;6484;
2020-07-08 02:00:00;11,02;10,9;0;100;1,2;0;0,2;1,7;6474;
2020-07-08 01:00:00;11,25;11,2;0;100;4,2;0;0;0;6494;
2020-07-08 00:00:00;11,43;11,3;0;100;6;0;0;0;6502;0,5
2020-07-07 23:00:00;11,77;11,7;0;100;6;0;0;0,5;6484;
2020-07-07 22:00:00;12,07;12;0;100;6,6;0;0,1;1,1;6484;
2020-07-07 21:00:00;11,95;11,9;0;100;6,8;0;0;0,8;6502;
2020-07-07 20:00:00;11,81;11,7;0;100;7,2;0;0,4;1,5;6502;
2020-07-07 19:00:00;13,15;13,1;0;100;16,2;0;0,7;1,7;6502;
2020-07-07 18:00:00;13,68;13,6;0;100;10;0;0,5;2;6494;
2020-07-07 17:00:00;13,3;13,2;0;100;14,2;0;0,3;1,3;6494;
2020-07-07 16:00:00;12,35;12,3;0;100;10,8;0;0,3;1,4;6522;
2020-07-07 15:00:00;11,32;11,2;18;100;6,4;0;0,6;2,1;6562;
2020-07-07 14:00:00;11,17;11,1;15;100;7,8;0;0,3;1,7;6582;
2020-07-07 13:00:00;10,91;10,8;17;100;7,6;0;0,3;1;6620;
2020-07-07 12:00:00;11,05;11;31;100;2,6;0;0,2;1,3;6630;
2020-07-07 11:00:00;10,52;10,4;48;100;2,8;0;0,2;0,8;6688;
2020-07-07 10:00:00;10,32;10,2;20;100;2;0;0,2;2,2;6582;
2020-07-07 09:00:00;9,42;9,3;0;100;1,8;0;1,1;2,6;6542;
2020-07-07 08:00:00;9;8,9;0;100;2,2;0;0;0,7;6542;
2020-07-07 07:00:00;8,86;8,8;0;100;3,8;0;0,1;0,3;6542;
